"","progression","gamma_slowing","n","K","trial_number","p_value_mmrm","drop_first_occasions","constraints","interpolation","inference","B","p_value_TCT_common","estimate","conf_int_TCT_common_lower","conf_int_TCT_common_upper","se_TCT_common","se_TCT_common_bs","conf_int_TCT_common_lower_bs","conf_int_TCT_common_upper_bs"
"422","normal",0.9,50,5,3,0.44001080324684,0,TRUE,"spline","score",0,0.607401791841072,1.24028967074574,0.406656696636999,3.05638635900382,0.446304796963476,NA,NA,NA
"423","normal",0.9,50,5,3,0.44001080324684,0,TRUE,"spline","least-squares",0,0.30307502547072,1.56979997964793,0.676059602389142,3.06599655835167,0.529373611190862,NA,NA,NA
"424","normal",0.9,50,5,3,0.44001080324684,0,FALSE,"spline","wald",0,0.802725650377417,1.11210796492791,0.232568504859681,1.99164742499613,0.448752868423053,NA,NA,NA
"425","normal",0.9,50,5,3,0.44001080324684,0,FALSE,"spline","score",0,0.607401791841072,1.24028967074574,0.406656696636999,3.05638635900382,0.446304796963476,NA,NA,NA
"426","normal",0.9,50,5,3,0.44001080324684,0,FALSE,"spline","least-squares",500,0.30307502547072,1.56979997964793,0.676059602389142,3.06599655835167,0.529373611190862,0.714077844127612,0.499408702539529,3.27131066216061
"427","normal",0.9,50,5,3,0.44001080324684,1,TRUE,"spline","wald",0,0.688525264614234,1.18258191354416,0.289860073878093,2.07530375321023,0.45547869588816,NA,NA,NA
"428","normal",0.9,50,5,3,0.44001080324684,1,TRUE,"spline","least-squares",0,0.329190010643885,1.54541334903526,0.664125590307299,3.32834305777086,0.517928725622808,NA,NA,NA
"429","normal",0.9,50,5,3,0.44001080324684,1,FALSE,"spline","wald",0,0.688525264614234,1.18258191354416,0.289860073878093,2.07530375321023,0.45547869588816,NA,NA,NA
"430","normal",0.9,50,5,3,0.44001080324684,1,FALSE,"spline","least-squares",0,0.329190010643885,1.54541334903526,0.664125590307299,3.32834305777086,0.517928725622808,NA,NA,NA
"431","normal",0.9,50,5,4,0.293257229666207,0,TRUE,"spline","wald",0,8.18756200304804e-05,0.29949842429886,-0.0490704320760397,0.648067280673759,0.177844521187311,NA,NA,NA
"432","normal",0.9,50,5,4,0.293257229666207,0,TRUE,"spline","score",0,0.0687834365768547,0.0869089293632836,-0.502565223796843,1.08875010087925,0.190244722695435,NA,NA,NA
"433","normal",0.9,50,5,4,0.293257229666207,0,TRUE,"spline","least-squares",0,0.45553432681827,0.765276305662348,0.499583116587756,1.36313459426569,0.162722190974196,NA,NA,NA
"434","normal",0.9,50,5,4,0.293257229666207,0,FALSE,"spline","wald",0,0.000256179595383488,0.336569634920594,-0.0190920160048859,0.692231285846074,0.181463360414219,NA,NA,NA
"435","normal",0.9,50,5,4,0.293257229666207,0,FALSE,"spline","score",0,0.066325898588887,0.0515971911447532,-0.595261831080573,1.07833924719363,0.198442807790576,NA,NA,NA
"436","normal",0.9,50,5,4,0.293257229666207,0,FALSE,"spline","least-squares",500,0.496702105079699,0.762220743897647,0.493239568895743,1.39191402881441,0.171540050649949,0.370575769512024,0.0793650501928912,1.56644170876932
"437","normal",0.9,50,5,4,0.293257229666207,1,TRUE,"spline","wald",0,9.63608302815278e-05,0.305420875875945,-0.0436810949168638,0.654522846668753,0.178116523337409,NA,NA,NA
"438","normal",0.9,50,5,4,0.293257229666207,1,TRUE,"spline","least-squares",0,0.455385161576016,0.786902718388191,0.538395039366626,1.30913868514651,0.136734489037526,NA,NA,NA
"439","normal",0.9,50,5,4,0.293257229666207,1,FALSE,"spline","wald",0,0.000240431799036323,0.325755548140875,-0.0341049479042176,0.685616044185968,0.183605667697788,NA,NA,NA
"440","normal",0.9,50,5,4,0.293257229666207,1,FALSE,"spline","least-squares",0,0.445235458631884,0.785237048227227,0.537488358715256,1.30093126058119,0.137495093221734,NA,NA,NA
"441","normal",0.9,50,5,5,0.378698561240624,0,TRUE,"spline","wald",0,0.0214633059465839,0.640240014958777,0.333632087727738,0.946847942189817,0.156435490473051,NA,NA,NA
"442","normal",0.9,50,5,5,0.378698561240624,0,TRUE,"spline","score",0,0.159560499088381,0.652557847246356,-0.201650668494286,1.41775482361733,0.215906119940561,NA,NA,NA
"443","normal",0.9,50,5,5,0.378698561240624,0,TRUE,"spline","least-squares",0,0.0519389754431749,0.614759830902645,-0.195596973892479,0.995340775162292,0.171231946163541,NA,NA,NA
"444","normal",0.9,50,5,5,0.378698561240624,0,FALSE,"spline","wald",0,0.00180660752059936,0.580032055706246,0.316237104778329,0.843827006634164,0.134591733832202,NA,NA,NA
"445","normal",0.9,50,5,5,0.378698561240624,0,FALSE,"spline","score",0,0.159560499011329,0.652557845277922,-0.201650981462075,1.41775500078674,0.215906124030977,NA,NA,NA
"446","normal",0.9,50,5,5,0.378698561240624,0,FALSE,"spline","least-squares",500,0.0547511164856142,0.61690599893819,-0.208688192486579,1.00154933928182,0.169933315206466,2.44568558797738,-0.193805337191366,1.19557086320191
"447","normal",0.9,50,5,5,0.378698561240624,1,TRUE,"spline","wald",0,0.0386236930913186,0.651642880847162,0.321512287981682,0.981773473712643,0.168437071022482,NA,NA,NA
"448","normal",0.9,50,5,5,0.378698561240624,1,TRUE,"spline","least-squares",0,0.0951307219714176,0.228698773442603,-0.227337666454921,1.36176513726005,0.458242945847436,NA,NA,NA
"449","normal",0.9,50,5,5,0.378698561240624,1,FALSE,"spline","wald",0,0.0522384224720387,0.654127415090498,0.304905036988558,1.00334979319244,0.178177956766839,NA,NA,NA
"450","normal",0.9,50,5,5,0.378698561240624,1,FALSE,"spline","least-squares",0,0.109450368251517,0.225393467259185,-0.225195198907221,1.4691809211138,0.458767852681919,NA,NA,NA
"451","normal",0.9,50,6,1,0.99864126610331,0,TRUE,"spline","wald",0,0.97594119390707,1.00906111388421,0.420176995318239,1.59794523245018,0.300456601861573,NA,NA,NA
"452","normal",0.9,50,6,1,0.99864126610331,0,TRUE,"spline","score",0,0.881829080045559,0.921321318958056,0.058207572896014,3.07608763930297,0.513895533122183,NA,NA,NA
"453","normal",0.9,50,6,1,0.99864126610331,0,TRUE,"spline","least-squares",0,0.968182203711753,0.986965659082913,0.587972860680552,1.69961976715274,0.285484992713227,NA,NA,NA
"454","normal",0.9,50,6,1,0.99864126610331,0,FALSE,"spline","wald",0,0.250456995738556,0.679623203504872,0.133238692344062,1.22600771466568,0.278772730249444,NA,NA,NA
"455","normal",0.9,50,6,1,0.99864126610331,0,FALSE,"spline","score",0,0.881829496043422,0.921349337454188,0.0563479980426991,3.07573917384393,0.513696460864504,NA,NA,NA
"456","normal",0.9,50,6,1,0.99864126610331,0,FALSE,"spline","least-squares",500,0.967327900540917,0.991918020546673,0.675824695683406,1.54876348739472,0.253748514816322,0.505946231343865,0.344895072536521,2.40168385896105
"457","normal",0.9,50,6,1,0.99864126610331,1,TRUE,"spline","wald",0,0.90764198065265,1.03517653312822,0.440893612960008,1.62945945329644,0.303211143090304,NA,NA,NA
"458","normal",0.9,50,6,1,0.99864126610331,1,TRUE,"spline","least-squares",0,0.942774994171881,0.97935683307773,0.588395175026479,2.18793973381784,0.271372062432185,NA,NA,NA
"459","normal",0.9,50,6,1,0.99864126610331,1,FALSE,"spline","wald",0,0.539349237458455,0.82109395853379,0.249815199773857,1.39237271729372,0.291474110374531,NA,NA,NA
"460","normal",0.9,50,6,1,0.99864126610331,1,FALSE,"spline","least-squares",0,0.980389534744713,1.005907878734,0.661384977248048,1.9643547948668,0.327281374548793,NA,NA,NA
"461","normal",0.9,50,6,2,0.0870761772983948,0,TRUE,"spline","wald",0,0.088720313483539,0.721552770871565,0.400937861150246,1.04216768059288,0.1635820414305,NA,NA,NA
"462","normal",0.9,50,6,2,0.0870761772983948,0,TRUE,"spline","score",0,0.856341849323689,0.945898842702602,0.347283191623701,1.80974820738293,0.295722604718896,NA,NA,NA
"463","normal",0.9,50,6,2,0.0870761772983948,0,TRUE,"spline","least-squares",0,0.111481974860841,0.718731240442626,0.393418771138335,1.23877866472222,0.219648541420093,NA,NA,NA
"464","normal",0.9,50,6,2,0.0870761772983948,0,FALSE,"spline","wald",0,0.088720313483539,0.721552770871565,0.400937861150246,1.04216768059288,0.1635820414305,NA,NA,NA
"465","normal",0.9,50,6,2,0.0870761772983948,0,FALSE,"spline","score",0,0.856341849323689,0.945898842702602,0.347283191623701,1.80974820738293,0.295722604718896,NA,NA,NA
"466","normal",0.9,50,6,2,0.0870761772983948,0,FALSE,"spline","least-squares",500,0.111481974860841,0.718731240442626,0.393418771138335,1.23877866472222,0.219648541420093,0.580561840955193,9.56964994060792e-09,2.20194304155171
"467","normal",0.9,50,6,2,0.0870761772983948,1,TRUE,"spline","wald",0,0.0727312973614267,0.704741603862761,0.382260927727839,1.02722227999768,0.164533980562198,NA,NA,NA
"468","normal",0.9,50,6,2,0.0870761772983948,1,TRUE,"spline","least-squares",0,0.115047905588066,0.717838092406168,0.391076020444357,1.25815254860194,0.224409593707406,NA,NA,NA
"469","normal",0.9,50,6,2,0.0870761772983948,1,FALSE,"spline","wald",0,0.0727312973614267,0.704741603862761,0.382260927727839,1.02722227999768,0.164533980562198,NA,NA,NA
"470","normal",0.9,50,6,2,0.0870761772983948,1,FALSE,"spline","least-squares",0,0.115047905588066,0.717838092406168,0.391076020444357,1.25815254860194,0.224409593707406,NA,NA,NA
"471","normal",0.9,50,6,3,0.158716755929796,0,TRUE,"spline","wald",0,0.101918644721408,0.732547197833351,0.412058882149275,1.05303551351743,0.163517451449133,NA,NA,NA
"472","normal",0.9,50,6,3,0.158716755929796,0,TRUE,"spline","score",0,0.400946861836859,1.34273182316099,0.613069045215666,3.83914410128282,0.547009115370147,NA,NA,NA
"473","normal",0.9,50,6,3,0.158716755929796,0,TRUE,"spline","least-squares",0,0.625532315282755,0.836599179867279,0.150992165332514,4.2178452941881,0.234113619449501,NA,NA,NA
"474","normal",0.9,50,6,3,0.158716755929796,0,FALSE,"spline","wald",0,0.0165305011374275,0.648686897240097,0.36142586032284,0.935947934157354,0.146564446685314,NA,NA,NA
"475","normal",0.9,50,6,3,0.158716755929796,0,FALSE,"spline","score",0,0.400946861836858,1.34273182316099,0.613069045215667,3.83914410128282,0.547009115370149,NA,NA,NA
"476","normal",0.9,50,6,3,0.158716755929796,0,FALSE,"spline","least-squares",500,0.111702175409546,0.494690788092953,0.145091248363834,2.1498971979264,0.144466127330475,3.82257498730462,0.129004481179299,3.41801970157958
"477","normal",0.9,50,6,3,0.158716755929796,1,TRUE,"spline","wald",0,0.420873041661818,0.854416152481404,0.499916925501116,1.20891537946169,0.180870276074731,NA,NA,NA
"478","normal",0.9,50,6,3,0.158716755929796,1,TRUE,"spline","least-squares",0,0.836565430749424,1.7842963683685,1.24444852412779,2.84184970964647,0.176389522676104,NA,NA,NA
"479","normal",0.9,50,6,3,0.158716755929796,1,FALSE,"spline","wald",0,0.119675851654662,0.748564597918341,0.431879899527719,1.06524929630896,0.161576794721021,NA,NA,NA
"480","normal",0.9,50,6,3,0.158716755929796,1,FALSE,"spline","least-squares",0,0.126223020584461,0.494334440561957,0.144910044689801,5.03178101139742,0.147656107082055,NA,NA,NA
"481","normal",0.9,50,6,4,0.0612708812577521,0,TRUE,"spline","wald",0,7.01818926351905e-06,0.547336516581447,0.349878860996301,0.744794172166592,0.100745553052335,NA,NA,NA
"482","normal",0.9,50,6,4,0.0612708812577521,0,TRUE,"spline","score",0,0.0297456427953284,0.555929769943534,0.158792594525606,0.947047597935305,0.172557796643235,NA,NA,NA
"483","normal",0.9,50,6,4,0.0612708812577521,0,TRUE,"spline","least-squares",0,0.000761522315489477,0.542969799249767,0.266412959536811,0.737468415031639,0.100992887348206,NA,NA,NA
"484","normal",0.9,50,6,4,0.0612708812577521,0,FALSE,"spline","wald",0,7.01818926351905e-06,0.547336516581447,0.349878860996301,0.744794172166592,0.100745553052335,NA,NA,NA
"485","normal",0.9,50,6,4,0.0612708812577521,0,FALSE,"spline","score",0,0.0297456427953284,0.555929769943534,0.158792594525606,0.947047597935305,0.172557796643235,NA,NA,NA
"486","normal",0.9,50,6,4,0.0612708812577521,0,FALSE,"spline","least-squares",500,0.000761522315489477,0.542969799249767,0.266412959536811,0.737468415031639,0.100992887348206,0.197166021964654,6.14369252428385e-08,0.964674651783629
"487","normal",0.9,50,6,4,0.0612708812577521,1,TRUE,"spline","wald",0,1.16689205096332e-05,0.555531739210923,0.356808049576898,0.754255428844948,0.101391500660998,NA,NA,NA
"488","normal",0.9,50,6,4,0.0612708812577521,1,TRUE,"spline","least-squares",0,0.00210503421943905,0.556145932283494,0.2790281439608,0.774210999434362,0.0936264413187365,NA,NA,NA
"489","normal",0.9,50,6,4,0.0612708812577521,1,FALSE,"spline","wald",0,1.16689205096332e-05,0.555531739210923,0.356808049576898,0.754255428844948,0.101391500660998,NA,NA,NA
"490","normal",0.9,50,6,4,0.0612708812577521,1,FALSE,"spline","least-squares",0,0.00210503421943905,0.556145932283494,0.2790281439608,0.774210999434362,0.0936264413187365,NA,NA,NA
"491","normal",0.9,50,6,5,0.358615018696149,0,TRUE,"spline","wald",0,3.25739435425021e-13,0.387818138692404,0.223077057166516,0.552559220218293,0.0840531167028298,NA,NA,NA
"492","normal",0.9,50,6,5,0.358615018696149,0,TRUE,"spline","score",0,0.0593920962640231,0.376246324618333,-0.0807923460555751,1.0284507335169,0.352900305468905,NA,NA,NA
"493","normal",0.9,50,6,5,0.358615018696149,0,TRUE,"spline","least-squares",0,0.13317950787898,0.141584841703181,-0.0221909032208524,1.26791408381769,0.143380578614922,NA,NA,NA
"494","normal",0.9,50,6,5,0.358615018696149,0,FALSE,"spline","wald",0,1.41759004534947e-09,0.464497939597351,0.291115589181075,0.637880290013627,0.0884620083756097,NA,NA,NA
"495","normal",0.9,50,6,5,0.358615018696149,0,FALSE,"spline","score",0,0.0594571047379915,0.376440108113383,-0.0805801670822539,1.02863792650177,0.352590524917999,NA,NA,NA
"496","normal",0.9,50,6,5,0.358615018696149,0,FALSE,"spline","least-squares",500,0.604973190390412,0.939403958917906,-0.0346518651313772,1.38156449806299,0.130412602186535,0.364050364238415,0.0355130520934553,1.25600878425554
"497","normal",0.9,50,6,5,0.358615018696149,1,TRUE,"spline","wald",0,3.24851257005321e-13,0.387642887854477,0.222863219043549,0.552422556665405,0.0840728044549234,NA,NA,NA
"498","normal",0.9,50,6,5,0.358615018696149,1,TRUE,"spline","least-squares",0,0.133654015876355,0.141596314106347,-0.0237335375311666,1.29396412089084,0.14349942104653,NA,NA,NA
"499","normal",0.9,50,6,5,0.358615018696149,1,FALSE,"spline","wald",0,1.89009630169323e-09,0.464577552843309,0.289879362603729,0.639275743082889,0.089133367560617,NA,NA,NA
"500","normal",0.9,50,6,5,0.358615018696149,1,FALSE,"spline","least-squares",0,0.583646023306084,0.927177919852899,0.0151877037813907,1.38258271463834,0.136753088525247,NA,NA,NA
"501","normal",0.9,200,5,1,0.346922300889056,0,TRUE,"spline","wald",0,0.0584446435591099,0.78645430883938,0.565278348012833,1.00763026966593,0.112846951561944,NA,NA,NA
"502","normal",0.9,200,5,1,0.346922300889056,0,TRUE,"spline","score",0,0.507718510816875,1.11095575766773,0.649924206545898,1.51777295444517,0.155125891164424,NA,NA,NA
"503","normal",0.9,200,5,1,0.346922300889056,0,TRUE,"spline","least-squares",0,0.275513764272262,0.920712414882052,0.755282606136388,1.12029390027678,0.0689092587410051,NA,NA,NA
"504","normal",0.9,200,5,1,0.346922300889056,0,FALSE,"spline","wald",0,0.0317955967375336,0.75408416798268,0.529588265714797,0.978580070250563,0.114540830361516,NA,NA,NA
"505","normal",0.9,200,5,1,0.346922300889056,0,FALSE,"spline","score",0,0.507717957378493,1.10838551241535,0.710850212919591,1.51777301669301,0.154474949982289,NA,NA,NA
"506","normal",0.9,200,5,1,0.346922300889056,0,FALSE,"spline","least-squares",500,0.233659747406026,0.912167450511228,0.746598014091683,1.10629073889129,0.0695495230021099,0.199294147943718,0.730294573165246,1.39905027956202
"507","normal",0.9,200,5,1,0.346922300889056,1,TRUE,"spline","wald",0,0.458981402123472,0.903893215752201,0.649525306754444,1.15826112474996,0.129781930180442,NA,NA,NA
"508","normal",0.9,200,5,1,0.346922300889056,1,TRUE,"spline","least-squares",0,0.309570770385988,0.92106397648479,0.752670853979131,1.14055091407834,0.0703737899642018,NA,NA,NA
"509","normal",0.9,200,5,1,0.346922300889056,1,FALSE,"spline","wald",0,0.483925172085447,0.907942269124122,0.650186616386536,1.16569792186171,0.131510402625115,NA,NA,NA
"510","normal",0.9,200,5,1,0.346922300889056,1,FALSE,"spline","least-squares",0,0.230442243124042,0.905581219764919,0.742983093344163,1.11593048930154,0.0704783390734887,NA,NA,NA
"511","normal",0.9,200,5,2,0.966579741676928,0,TRUE,"spline","wald",0,0.877859081684831,0.978404659302441,0.702994381758898,1.25381493684598,0.140518029778069,NA,NA,NA
"512","normal",0.9,200,5,2,0.966579741676928,0,TRUE,"spline","score",0,0.878660025993003,0.969703689384,0.633720333651695,1.49999231756006,0.196374542968283,NA,NA,NA
"513","normal",0.9,200,5,2,0.966579741676928,0,TRUE,"spline","least-squares",0,0.903149069536481,0.981956073246427,0.734728154284635,1.29369774530456,0.138841323585222,NA,NA,NA
"514","normal",0.9,200,5,2,0.966579741676928,0,FALSE,"spline","wald",0,0.877859081684831,0.978404659302441,0.702994381758898,1.25381493684598,0.140518029778069,NA,NA,NA
"515","normal",0.9,200,5,2,0.966579741676928,0,FALSE,"spline","score",0,0.878660025993003,0.969703689384,0.633720333651695,1.49999231756006,0.196374542968283,NA,NA,NA
"516","normal",0.9,200,5,2,0.966579741676928,0,FALSE,"spline","least-squares",500,0.903149069536481,0.981956073246427,0.734728154284635,1.29369774530456,0.138841323585222,0.171572672141656,0.733222898894042,1.35700022213229
"517","normal",0.9,200,5,2,0.966579741676928,1,TRUE,"spline","wald",0,0.99837511282298,0.999701052924002,0.711988407096205,1.2874136987518,0.146794863628739,NA,NA,NA
"518","normal",0.9,200,5,2,0.966579741676928,1,TRUE,"spline","least-squares",0,1,1.00000000339486,0.736791713611118,1.4555802170474,0.184075010511098,NA,NA,NA
"519","normal",0.9,200,5,2,0.966579741676928,1,FALSE,"spline","wald",0,0.99837511282298,0.999701052924002,0.711988407096205,1.2874136987518,0.146794863628739,NA,NA,NA
"520","normal",0.9,200,5,2,0.966579741676928,1,FALSE,"spline","least-squares",0,1,1.00000000339486,0.736791713611118,1.4555802170474,0.184075010511098,NA,NA,NA
"521","normal",0.9,200,5,3,0.480419108400968,0,TRUE,"spline","wald",0,0.0295434892434279,0.765534657013971,0.554362608043723,0.976706705984218,0.107742821110972,NA,NA,NA
"522","normal",0.9,200,5,3,0.480419108400968,0,TRUE,"spline","score",0,0.0671970048602744,0.727912116197831,0.51254159739254,1.02932428977684,0.117907541663818,NA,NA,NA
"523","normal",0.9,200,5,3,0.480419108400968,0,TRUE,"spline","least-squares",0,0.153588242343404,0.805890176334104,0.56714527758148,1.09007019600862,0.121256284630714,NA,NA,NA
"524","normal",0.9,200,5,3,0.480419108400968,0,FALSE,"spline","wald",0,0.0295434892434279,0.765534657013971,0.554362608043723,0.976706705984218,0.107742821110972,NA,NA,NA
"525","normal",0.9,200,5,3,0.480419108400968,0,FALSE,"spline","score",0,0.0671970048602744,0.727912116197831,0.51254159739254,1.02932428977684,0.117907541663818,NA,NA,NA
"526","normal",0.9,200,5,3,0.480419108400968,0,FALSE,"spline","least-squares",500,0.153588242343404,0.805890176334104,0.56714527758148,1.09007019600862,0.121256284630714,0.202804015076642,0.210900909749141,1.11216270313224
"527","normal",0.9,200,5,3,0.480419108400968,1,TRUE,"spline","wald",0,0.0307285027920943,0.766023013677875,0.55377056204917,0.97827546530658,0.108294057086215,NA,NA,NA
"528","normal",0.9,200,5,3,0.480419108400968,1,TRUE,"spline","least-squares",0,0.166474874122482,0.806700578924467,0.567746737201954,1.11088585613427,0.125081960533509,NA,NA,NA
"529","normal",0.9,200,5,3,0.480419108400968,1,FALSE,"spline","wald",0,0.0307285027920943,0.766023013677875,0.55377056204917,0.97827546530658,0.108294057086215,NA,NA,NA
"530","normal",0.9,200,5,3,0.480419108400968,1,FALSE,"spline","least-squares",0,0.166474874122482,0.806700578924467,0.567746737201954,1.11088585613427,0.125081960533509,NA,NA,NA
"531","normal",0.9,200,5,4,0.757690513900157,0,TRUE,"spline","wald",0,0.152458356833116,0.812649652026805,0.556028316667629,1.06927098738598,0.130931658634226,NA,NA,NA
"532","normal",0.9,200,5,4,0.757690513900157,0,TRUE,"spline","score",0,0.266009284814573,0.828246978644168,0.45681495205595,1.2907016320963,0.152117525520414,NA,NA,NA
"533","normal",0.9,200,5,4,0.757690513900157,0,TRUE,"spline","least-squares",0,0.208720283228261,0.87696614088856,0.680643354986432,1.10677324124516,0.094905118833688,NA,NA,NA
"534","normal",0.9,200,5,4,0.757690513900157,0,FALSE,"spline","wald",0,0.123266911772299,0.799432179613398,0.544368307049886,1.05449605217691,0.130137020157219,NA,NA,NA
"535","normal",0.9,200,5,4,0.757690513900157,0,FALSE,"spline","score",0,0.266009284819379,0.828246979900544,0.4568149852043,1.29070175756668,0.152117526330187,NA,NA,NA
"536","normal",0.9,200,5,4,0.757690513900157,0,FALSE,"spline","least-squares",500,0.215819466901339,0.879503739797745,0.68475402023898,1.10911474840564,0.0944509129558558,0.203518739115707,0.182688240139248,1.14411602882083
"537","normal",0.9,200,5,4,0.757690513900157,1,TRUE,"spline","wald",0,0.271974374688099,0.851621351367688,0.586887966416738,1.11635473631864,0.135070535499189,NA,NA,NA
"538","normal",0.9,200,5,4,0.757690513900157,1,TRUE,"spline","least-squares",0,0.209128164161048,0.875864582004425,0.678826074385888,1.11251328100297,0.0940750762898954,NA,NA,NA
"539","normal",0.9,200,5,4,0.757690513900157,1,FALSE,"spline","wald",0,0.252582179892182,0.84551327211849,0.580861204532373,1.11016533970461,0.13502904628537,NA,NA,NA
"540","normal",0.9,200,5,4,0.757690513900157,1,FALSE,"spline","least-squares",0,0.220134502606712,0.878906560309632,0.681716947367347,1.11708609945101,0.0941102080150973,NA,NA,NA
"541","normal",0.9,200,5,5,0.155478386954539,0,TRUE,"spline","wald",0,0.164296811598589,0.826599245251109,0.582230624865739,1.07096786563648,0.124680158570728,NA,NA,NA
"542","normal",0.9,200,5,5,0.155478386954539,0,TRUE,"spline","score",0,0.948631210699664,0.985436109409021,0.629386945102569,1.73218088660473,0.220646329523407,NA,NA,NA
"543","normal",0.9,200,5,5,0.155478386954539,0,TRUE,"spline","least-squares",0,0.179632315233347,0.790599383766987,0.672374654019556,1.50486206229557,0.0810340983993788,NA,NA,NA
"544","normal",0.9,200,5,5,0.155478386954539,0,FALSE,"spline","wald",0,0.161279655406964,0.828847416729485,0.589371748624915,1.06832308483406,0.122183708472974,NA,NA,NA
"545","normal",0.9,200,5,5,0.155478386954539,0,FALSE,"spline","score",0,0.929636444971968,0.980698061143528,0.63955988202075,1.73398299427059,0.211367595228491,NA,NA,NA
"546","normal",0.9,200,5,5,0.155478386954539,0,FALSE,"spline","least-squares",500,0.160050538147075,0.791529421140107,0.674494552461426,1.51286217732669,0.0791478897785774,0.255564062011405,0.696779873107159,1.46975579071147
"547","normal",0.9,200,5,5,0.155478386954539,1,TRUE,"spline","wald",0,0.0859876723861324,0.778120256107019,0.52483656944534,1.0314039427687,0.129228745354276,NA,NA,NA
"548","normal",0.9,200,5,5,0.155478386954539,1,TRUE,"spline","least-squares",0,0.0675001718782962,0.796467490958319,0.684964813152634,1.03807754599166,0.0690191761771538,NA,NA,NA
"549","normal",0.9,200,5,5,0.155478386954539,1,FALSE,"spline","wald",0,0.0818437305041424,0.780729092241104,0.533751173865564,1.02770701061664,0.126011457518439,NA,NA,NA
"550","normal",0.9,200,5,5,0.155478386954539,1,FALSE,"spline","least-squares",0,0.0571467100870914,0.798170921708796,0.688071634356487,1.01538722909968,0.0669814410729757,NA,NA,NA
"551","normal",0.9,200,6,1,0.201180991255305,0,TRUE,"spline","wald",0,0.0357057864135992,0.835613570372972,0.682208205802372,0.989018934943571,0.0782694813683525,NA,NA,NA
"552","normal",0.9,200,6,1,0.201180991255305,0,TRUE,"spline","score",0,0.551832479479051,0.895711444067886,0.523545703875235,1.32279105674656,0.172557747233337,NA,NA,NA
"553","normal",0.9,200,6,1,0.201180991255305,0,TRUE,"spline","least-squares",0,0.151814971036585,0.827007717670362,0.661020075291774,1.35918969219861,0.0819226722328789,NA,NA,NA
"554","normal",0.9,200,6,1,0.201180991255305,0,FALSE,"spline","wald",0,0.0232775693625729,0.840607556921935,0.702915016713257,0.978300097130613,0.0702525869326066,NA,NA,NA
"555","normal",0.9,200,6,1,0.201180991255305,0,FALSE,"spline","score",0,0.55183440747862,0.895879053716771,0.51366854786787,1.32504375804113,0.172214902376455,NA,NA,NA
"556","normal",0.9,200,6,1,0.201180991255305,0,FALSE,"spline","least-squares",500,0.0898593027100731,0.82370970747673,0.67316611670557,1.09862825140729,0.0714538188625919,0.197276464683959,0.619317929797847,1.35204632427534
"557","normal",0.9,200,6,1,0.201180991255305,1,TRUE,"spline","wald",0,0.0335610737286456,0.833628282601069,0.680199765496177,0.987056799705962,0.0782812941029104,NA,NA,NA
"558","normal",0.9,200,6,1,0.201180991255305,1,TRUE,"spline","least-squares",0,0.069185283167332,0.817059349190201,0.661282777169581,1.03301822533942,0.0730129418173115,NA,NA,NA
"559","normal",0.9,200,6,1,0.201180991255305,1,FALSE,"spline","wald",0,0.0287345378912021,0.846267328937692,0.708500787763833,0.984033870111552,0.0702903432208676,NA,NA,NA
"560","normal",0.9,200,6,1,0.201180991255305,1,FALSE,"spline","least-squares",0,0.0284035144140285,0.818998560328253,0.680533850420811,0.969067905817302,0.0615528797614471,NA,NA,NA
"561","normal",0.9,200,6,2,0.252187928035141,0,TRUE,"spline","wald",0,0.0157895478359498,0.710289142885291,0.475043473037342,0.945534812733239,0.120025506439678,NA,NA,NA
"562","normal",0.9,200,6,2,0.252187928035141,0,TRUE,"spline","score",0,0.0839562451553297,0.705597461375645,0.378721974110478,1.04776274636706,0.161148295326946,NA,NA,NA
"563","normal",0.9,200,6,2,0.252187928035141,0,TRUE,"spline","least-squares",0,0.0421932279928491,0.768057031570139,0.561576487117312,0.988893203802645,0.105240264629938,NA,NA,NA
"564","normal",0.9,200,6,2,0.252187928035141,0,FALSE,"spline","wald",0,0.00905684215338542,0.688391449947761,0.454381987911836,0.922400911983686,0.119394776578428,NA,NA,NA
"565","normal",0.9,200,6,2,0.252187928035141,0,FALSE,"spline","score",0,0.0839561754214198,0.705597382682336,0.378721850585541,1.04776267094402,0.161148309060605,NA,NA,NA
"566","normal",0.9,200,6,2,0.252187928035141,0,FALSE,"spline","least-squares",500,0.0523482084280638,0.79337056057231,0.584191473855039,1.00313579129936,0.0975291906918891,0.15244052402681,0.463416546439492,1.02400466810597
"567","normal",0.9,200,6,2,0.252187928035141,1,TRUE,"spline","wald",0,0.0343977849533719,0.741218870304175,0.501449991499364,0.980987749108986,0.122333308517951,NA,NA,NA
"568","normal",0.9,200,6,2,0.252187928035141,1,TRUE,"spline","least-squares",0,0.0522440610394613,0.749423499457232,0.531788937130289,1.00375058736263,0.118378080576378,NA,NA,NA
"569","normal",0.9,200,6,2,0.252187928035141,1,FALSE,"spline","wald",0,0.0416774225763887,0.746443785342952,0.502443933588565,0.990443637097339,0.124492007852709,NA,NA,NA
"570","normal",0.9,200,6,2,0.252187928035141,1,FALSE,"spline","least-squares",0,0.0613180449814164,0.761589240711743,0.539223305646453,1.01752136548489,0.118414698733121,NA,NA,NA
"571","normal",0.9,200,6,3,0.647411785663533,0,TRUE,"spline","wald",0,0.736928487111248,0.950214728081203,0.659739921644799,1.24068953451761,0.148204155141437,NA,NA,NA
